Indicators,Period,State,Gender,Age ,Data Source,Program Area,Values
Percentage of children under 6 months who were exclusively breastfed,2007,Ebonyi,Male,Under 6 months,WHO,RMNCH+N,160
Percentage of children under 6 months who were exclusively breastfed,2008,Ebonyi,Female,Under 6 months,WHO,RMNCH+N,182
Percentage of children under 6 months who were exclusively breastfed,2008,Ebonyi,Male,Under 6 months,WHO,RMNCH+N,152
Percentage of children under 6 months who were exclusively breastfed,2009,Ebonyi,Female,Under 6 months,WHO,RMNCH+N,43
Percentage of children under 6 months who were exclusively breastfed,2009,Ebonyi,Male,Under 6 months,WHO,RMNCH+N,181
Percentage of children under 6 months who were exclusively breastfed,2010,Ebonyi,Male,Under 6 months,WHO,RMNCH+N,200
Percentage of children under 6 months who were exclusively breastfed,2010,Ebonyi,Female,Under 6 months,WHO,RMNCH+N,158
Percentage of children under 6 months who were exclusively breastfed,2011,Ebonyi,Male,Under 6 months,WHO,RMNCH+N,180
Percentage of children under 6 months who were exclusively breastfed,2011,Ebonyi,Female,Under 6 months,WHO,RMNCH+N,75
Percentage of children under 6 months who were exclusively breastfed,2000,Edo,Female,Under 6 months,WHO,RMNCH+N,57
Percentage of children under 6 months who were exclusively breastfed,2000,Edo,Male,Under 6 months,WHO,RMNCH+N,153
Percentage of children under 6 months who were exclusively breastfed,2001,Edo,Female,Under 6 months,WHO,RMNCH+N,52
Percentage of children under 6 months who were exclusively breastfed,2001,Edo,Male,Under 6 months,WHO,RMNCH+N,79
Percentage of children under 6 months who were exclusively breastfed,2002,Edo,Female,Under 6 months,WHO,RMNCH+N,78
Percentage of children under 6 months who were exclusively breastfed,2002,Edo,Male,Under 6 months,WHO,RMNCH+N,127
Percentage of children under 6 months who were exclusively breastfed,2003,Edo,Female,Under 6 months,WHO,RMNCH+N,241
Percentage of children under 6 months who were exclusively breastfed,2003,Edo,Male,Under 6 months,WHO,RMNCH+N,57
Percentage of children under 6 months who were exclusively breastfed,2004,Edo,Female,Under 6 months,WHO,RMNCH+N,178
Percentage of children under 6 months who were exclusively breastfed,2004,Edo,Male,Under 6 months,WHO,RMNCH+N,73
Percentage of children under 6 months who were exclusively breastfed,2005,Edo,Female,Under 6 months,WHO,RMNCH+N,66
Percentage of children under 6 months who were exclusively breastfed,2005,Edo,Male,Under 6 months,WHO,RMNCH+N,94
Percentage of children under 6 months who were exclusively breastfed,2006,Edo,Female,Under 6 months,WHO,RMNCH+N,25
Percentage of children under 6 months who were exclusively breastfed,2006,Edo,Male,Under 6 months,WHO,RMNCH+N,153
Percentage of children under 6 months who were exclusively breastfed,2007,Edo,Female,Under 6 months,WHO,RMNCH+N,43
Percentage of children under 6 months who were exclusively breastfed,2007,Edo,Male,Under 6 months,WHO,RMNCH+N,230
Percentage of children under 6 months who were exclusively breastfed,2008,Edo,Female,Under 6 months,WHO,RMNCH+N,73
Percentage of children under 6 months who were exclusively breastfed,2008,Edo,Male,Under 6 months,WHO,RMNCH+N,38
Percentage of children under 6 months who were exclusively breastfed,2009,Edo,Female,Under 6 months,WHO,RMNCH+N,101
Percentage of children under 6 months who were exclusively breastfed,2009,Edo,Male,Under 6 months,WHO,RMNCH+N,187
Percentage of children under 6 months who were exclusively breastfed,2010,Edo,Male,Under 6 months,WHO,RMNCH+N,201
Percentage of children under 6 months who were exclusively breastfed,2010,Edo,Female,Under 6 months,WHO,RMNCH+N,40
Percentage of children under 6 months who were exclusively breastfed,2011,Edo,Male,Under 6 months,WHO,RMNCH+N,146
Percentage of children under 6 months who were exclusively breastfed,2011,Edo,Female,Under 6 months,WHO,RMNCH+N,181
Percentage of children under 6 months who were exclusively breastfed,2000,Ekiti,Female,Under 6 months,WHO,RMNCH+N,181
Percentage of children under 6 months who were exclusively breastfed,2000,Ekiti,Male,Under 6 months,WHO,RMNCH+N,70
Percentage of children under 6 months who were exclusively breastfed,2001,Ekiti,Female,Under 6 months,WHO,RMNCH+N,225
Percentage of children under 6 months who were exclusively breastfed,2001,Ekiti,Male,Under 6 months,WHO,RMNCH+N,241
Percentage of children under 6 months who were exclusively breastfed,2002,Ekiti,Female,Under 6 months,WHO,RMNCH+N,192
Percentage of children under 6 months who were exclusively breastfed,2002,Ekiti,Male,Under 6 months,WHO,RMNCH+N,170
Percentage of children under 6 months who were exclusively breastfed,2003,Ekiti,Female,Under 6 months,WHO,RMNCH+N,102
Percentage of children under 6 months who were exclusively breastfed,2003,Ekiti,Male,Under 6 months,WHO,RMNCH+N,184
Percentage of children under 6 months who were exclusively breastfed,2004,Ekiti,Female,Under 6 months,WHO,RMNCH+N,193
Percentage of children under 6 months who were exclusively breastfed,2004,Ekiti,Male,Under 6 months,WHO,RMNCH+N,195
Percentage of children under 6 months who were exclusively breastfed,2005,Ekiti,Female,Under 6 months,WHO,RMNCH+N,106
Percentage of children under 6 months who were exclusively breastfed,2005,Ekiti,Male,Under 6 months,WHO,RMNCH+N,41
Percentage of children under 6 months who were exclusively breastfed,2006,Ekiti,Female,Under 6 months,WHO,RMNCH+N,26
Percentage of children under 6 months who were exclusively breastfed,2006,Ekiti,Male,Under 6 months,WHO,RMNCH+N,68
Percentage of children under 6 months who were exclusively breastfed,2007,Ekiti,Female,Under 6 months,WHO,RMNCH+N,44
Percentage of children under 6 months who were exclusively breastfed,2007,Ekiti,Male,Under 6 months,WHO,RMNCH+N,206
Percentage of children under 6 months who were exclusively breastfed,2008,Ekiti,Female,Under 6 months,WHO,RMNCH+N,84
Percentage of children under 6 months who were exclusively breastfed,2008,Ekiti,Male,Under 6 months,WHO,RMNCH+N,60
Percentage of children under 6 months who were exclusively breastfed,2009,Ekiti,Female,Under 6 months,WHO,RMNCH+N,48
Percentage of children under 6 months who were exclusively breastfed,2009,Ekiti,Male,Under 6 months,WHO,RMNCH+N,222
Percentage of children under 6 months who were exclusively breastfed,2010,Ekiti,Male,Under 6 months,WHO,RMNCH+N,114
Percentage of children under 6 months who were exclusively breastfed,2010,Ekiti,Female,Under 6 months,WHO,RMNCH+N,113
Percentage of children under 6 months who were exclusively breastfed,2011,Ekiti,Male,Under 6 months,WHO,RMNCH+N,240
Percentage of children under 6 months who were exclusively breastfed,2011,Ekiti,Female,Under 6 months,WHO,RMNCH+N,207
Percentage of children under 6 months who were exclusively breastfed,2000,Enugu,Female,Under 6 months,WHO,RMNCH+N,78
Percentage of children under 6 months who were exclusively breastfed,2000,Enugu,Male,Under 6 months,WHO,RMNCH+N,169
Percentage of children under 6 months who were exclusively breastfed,2001,Enugu,Female,Under 6 months,WHO,RMNCH+N,33
Percentage of children under 6 months who were exclusively breastfed,2001,Enugu,Male,Under 6 months,WHO,RMNCH+N,151
Percentage of children under 6 months who were exclusively breastfed,2002,Enugu,Female,Under 6 months,WHO,RMNCH+N,84
Percentage of children under 6 months who were exclusively breastfed,2002,Enugu,Male,Under 6 months,WHO,RMNCH+N,239
Percentage of children under 6 months who were exclusively breastfed,2003,Enugu,Female,Under 6 months,WHO,RMNCH+N,249
Percentage of children under 6 months who were exclusively breastfed,2003,Enugu,Male,Under 6 months,WHO,RMNCH+N,87
Percentage of children under 6 months who were exclusively breastfed,2004,Enugu,Female,Under 6 months,WHO,RMNCH+N,107
Percentage of children under 6 months who were exclusively breastfed,2004,Enugu,Male,Under 6 months,WHO,RMNCH+N,110
Percentage of children under 6 months who were exclusively breastfed,2005,Enugu,Female,Under 6 months,WHO,RMNCH+N,136
Percentage of children under 6 months who were exclusively breastfed,2005,Enugu,Male,Under 6 months,WHO,RMNCH+N,53
Percentage of children under 6 months who were exclusively breastfed,2006,Enugu,Female,Under 6 months,WHO,RMNCH+N,148
Percentage of children under 6 months who were exclusively breastfed,2006,Enugu,Male,Under 6 months,WHO,RMNCH+N,218
Percentage of children under 6 months who were exclusively breastfed,2007,Enugu,Female,Under 6 months,WHO,RMNCH+N,246
Percentage of children under 6 months who were exclusively breastfed,2007,Enugu,Male,Under 6 months,WHO,RMNCH+N,182
Percentage of children under 6 months who were exclusively breastfed,2008,Enugu,Female,Under 6 months,WHO,RMNCH+N,66
Percentage of children under 6 months who were exclusively breastfed,2008,Enugu,Male,Under 6 months,WHO,RMNCH+N,62
Percentage of children under 6 months who were exclusively breastfed,2009,Enugu,Female,Under 6 months,WHO,RMNCH+N,52
Percentage of children under 6 months who were exclusively breastfed,2009,Enugu,Male,Under 6 months,WHO,RMNCH+N,58
Percentage of children under 6 months who were exclusively breastfed,2010,Enugu,Male,Under 6 months,WHO,RMNCH+N,132
Percentage of children under 6 months who were exclusively breastfed,2010,Enugu,Female,Under 6 months,WHO,RMNCH+N,242
Percentage of children under 6 months who were exclusively breastfed,2011,Enugu,Male,Under 6 months,WHO,RMNCH+N,186
Percentage of children under 6 months who were exclusively breastfed,2011,Enugu,Female,Under 6 months,WHO,RMNCH+N,104
Percentage of children under 6 months who were exclusively breastfed,2000,Gombe,Female,Under 6 months,WHO,RMNCH+N,193
Percentage of children under 6 months who were exclusively breastfed,2000,Gombe,Male,Under 6 months,WHO,RMNCH+N,163
Percentage of children under 6 months who were exclusively breastfed,2001,Gombe,Female,Under 6 months,WHO,RMNCH+N,80
Percentage of children under 6 months who were exclusively breastfed,2001,Gombe,Male,Under 6 months,WHO,RMNCH+N,216
Percentage of children under 6 months who were exclusively breastfed,2002,Gombe,Female,Under 6 months,WHO,RMNCH+N,155
Percentage of children under 6 months who were exclusively breastfed,2002,Gombe,Male,Under 6 months,WHO,RMNCH+N,173
Percentage of children under 6 months who were exclusively breastfed,2003,Gombe,Female,Under 6 months,WHO,RMNCH+N,159
Percentage of children under 6 months who were exclusively breastfed,2003,Gombe,Male,Under 6 months,WHO,RMNCH+N,98
Percentage of children under 6 months who were exclusively breastfed,2004,Gombe,Female,Under 6 months,WHO,RMNCH+N,59
Percentage of children under 6 months who were exclusively breastfed,2004,Gombe,Male,Under 6 months,WHO,RMNCH+N,70
Percentage of children under 6 months who were exclusively breastfed,2005,Gombe,Female,Under 6 months,WHO,RMNCH+N,78
Percentage of children under 6 months who were exclusively breastfed,2005,Gombe,Male,Under 6 months,WHO,RMNCH+N,142
Percentage of children under 6 months who were exclusively breastfed,2006,Gombe,Female,Under 6 months,WHO,RMNCH+N,207
Percentage of children under 6 months who were exclusively breastfed,2006,Gombe,Male,Under 6 months,WHO,RMNCH+N,122
Percentage of children under 6 months who were exclusively breastfed,2007,Gombe,Female,Under 6 months,WHO,RMNCH+N,194
Percentage of children under 6 months who were exclusively breastfed,2007,Gombe,Male,Under 6 months,WHO,RMNCH+N,127
Percentage of children under 6 months who were exclusively breastfed,2008,Gombe,Female,Under 6 months,WHO,RMNCH+N,110
Percentage of children under 6 months who were exclusively breastfed,2008,Gombe,Male,Under 6 months,WHO,RMNCH+N,192
Percentage of children under 6 months who were exclusively breastfed,2009,Gombe,Female,Under 6 months,WHO,RMNCH+N,196
Percentage of children under 6 months who were exclusively breastfed,2009,Gombe,Male,Under 6 months,WHO,RMNCH+N,177
Percentage of children under 6 months who were exclusively breastfed,2010,Gombe,Male,Under 6 months,WHO,RMNCH+N,37
Percentage of children under 6 months who were exclusively breastfed,2010,Gombe,Female,Under 6 months,WHO,RMNCH+N,178
Percentage of children under 6 months who were exclusively breastfed,2011,Gombe,Male,Under 6 months,WHO,RMNCH+N,58
Percentage of children under 6 months who were exclusively breastfed,2011,Gombe,Female,Under 6 months,WHO,RMNCH+N,45
Percentage of children under 6 months who were exclusively breastfed,2000,Imo,Female,Under 6 months,WHO,RMNCH+N,80
Percentage of children under 6 months who were exclusively breastfed,2000,Imo,Male,Under 6 months,WHO,RMNCH+N,35
Percentage of children under 6 months who were exclusively breastfed,2001,Imo,Female,Under 6 months,WHO,RMNCH+N,237
Percentage of children under 6 months who were exclusively breastfed,2001,Imo,Male,Under 6 months,WHO,RMNCH+N,149
Percentage of children under 6 months who were exclusively breastfed,2002,Imo,Female,Under 6 months,WHO,RMNCH+N,101
Percentage of children under 6 months who were exclusively breastfed,2002,Imo,Male,Under 6 months,WHO,RMNCH+N,249
Percentage of children under 6 months who were exclusively breastfed,2003,Imo,Female,Under 6 months,WHO,RMNCH+N,118
Percentage of children under 6 months who were exclusively breastfed,2003,Imo,Male,Under 6 months,WHO,RMNCH+N,37
Percentage of children under 6 months who were exclusively breastfed,2004,Imo,Female,Under 6 months,WHO,RMNCH+N,142
Percentage of children under 6 months who were exclusively breastfed,2004,Imo,Male,Under 6 months,WHO,RMNCH+N,212
Percentage of children under 6 months who were exclusively breastfed,2005,Imo,Female,Under 6 months,WHO,RMNCH+N,203
Percentage of children under 6 months who were exclusively breastfed,2005,Imo,Male,Under 6 months,WHO,RMNCH+N,216
Percentage of children under 6 months who were exclusively breastfed,2006,Imo,Female,Under 6 months,WHO,RMNCH+N,101
Percentage of children under 6 months who were exclusively breastfed,2006,Imo,Male,Under 6 months,WHO,RMNCH+N,193
Percentage of children under 6 months who were exclusively breastfed,2007,Imo,Female,Under 6 months,WHO,RMNCH+N,90
Percentage of children under 6 months who were exclusively breastfed,2007,Imo,Male,Under 6 months,WHO,RMNCH+N,63
Percentage of children under 6 months who were exclusively breastfed,2008,Imo,Female,Under 6 months,WHO,RMNCH+N,112
Percentage of children under 6 months who were exclusively breastfed,2008,Imo,Male,Under 6 months,WHO,RMNCH+N,63
Percentage of children under 6 months who were exclusively breastfed,2009,Imo,Female,Under 6 months,WHO,RMNCH+N,143
Percentage of children under 6 months who were exclusively breastfed,2009,Imo,Male,Under 6 months,WHO,RMNCH+N,190
